ID,Is_Lead
VBENBARO,0.025507338821744045
CCMEWNKY,0.24007058442432228
VK3KGA9M,0.08162511463688417
TT8RPZVC,0.031539971026895326
SHQZEYTZ,0.02890431453870413
MZZAQMPT,0.3508784026658978
Y88TW36I,0.2301768051692235
3UGOAQNU,0.07278712698672454
VVUKMUJT,0.999070624736682
9R363ZXS,0.16893031206013237
BLISM6JE,0.07328336173123828
CH8S7JK7,0.27623871210504897
EAHDPXEJ,0.3177725263549073
BNUK9PRF,0.38885969272530246
GP2PG6FJ,0.08454289481141428
WNQCSN8A,0.047263998823427626
32DN4YVZ,0.29859506990537704
GXAMDANM,0.08052500187461574
MXETLUP4,0.3543124846746024
MPXK6TVE,0.6265584376418325
LBSIME2K,0.40884988413319795
D6ORJTM6,0.0730607388166282
HGDIBAKA,0.5277023278340816
UUZYL9DZ,0.4707827677656679
AUGE3VWK,0.08362803397376342
MX7GOX6Q,0.3876456445232253
TQN6K35W,0.1631176240299449
QQDRMQQN,0.4482544653467212
UP6GC6F4,0.16099497861804418
BMHBUVHB,0.5992916490686137
KGLDW86A,0.3747879920695578
FQEOMOP4,0.08454289481141428
DYWM5MEU,0.2181320976919841
DXHGXV8F,0.11833400088533977
AVFBFQKC,0.16049034845816884
DBIDKYMV,0.4890944742078528
KYZHMEBY,0.32143829930671225
SSFEBUGF,0.07436477648288113
MGJTAG8X,0.32511651474963355
MP6BERDO,0.07923942634213585
GXZ8ED68,0.06712666727490428
ICTFGWQR,0.8590818965899617
EAYHTRKH,0.03194020951096614
6FN97QLQ,0.06699047337505297
3H5MZDDW,0.22993879735010392
2DXZZWSN,0.10296188710801638
MM4QIRE5,0.3233519240429318
HJWVYXUA,0.09976429325891306
RBRSJUP3,0.32674981804940767
YFRQKGXW,0.2579951971462127
N3SADEBV,0.208187201232301
G2A2YYXY,0.05773138614925287
XMGA3WT3,0.18400641369323895
KVZQPSGI,0.39239977344432847
UAKARBBG,0.06748670811956672
WYKKL85Z,0.10440377210889555
GHNYYGRR,0.07630369011754541
UBAJANWT,0.06846960090495068
LSARSF7U,0.01720518428929547
4CNSJVVR,0.28081058347950516
JRHJSWYO,0.3921993201402219
FHZ8SVVI,0.25108045764618236
JUIRE47M,0.0829793603067033
GDIVN2GL,0.16140222848676103
WMF3DYE3,0.5096075679455359
MAQEHEWK,0.17129155342701072
2W8DLKFU,0.08381665569232447
AKGRML6H,0.0718910050287452
B7WUUGCY,0.11623499549620657
TLJOYATM,0.5203018901493544
UH6ZDM3W,0.10414563632437872
7IP5SSRR,0.9186011868782777
PV85PMEB,0.5509970713597255
